Material Number,Description,Article Type,Batch Managed,Plant,Unit of Measure,Multi-Part,Kit parrent,KIT Routing,Full Pallet Qty,Weight,Weight UOM,Volume,Volume UOM,Shelf life allowed,Storage Strategy,Batch Class,Packing Material,Packing material Volume,Less Than Count Percentage,Temperature cond.,Hazardous Material Number
S8913996,Plastic Flooring Tile,Z01,No,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
S1300070,Artesunate 50mg rectal caps/6/PAC-1,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.025,KGM,0.165,DMQ,240,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9000000,Supplier's Packing Material,Z04,No,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,--,HBW,--,Yes,--,--,--,--
S0845156,"Ophthalmoscope,set",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.528,KGM,1.49,DMQ,425,HBW,MEDICAL,No,--,--,--,9000
S0845154,"Laryngoscope,neonate,set",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.78,KGM,8.5,DMQ,425,HBW,MEDICAL,No,--,--,--,9000
S0845162,"Tongue depressor,wooden,disp/BOX-100",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.282,KGM,0.711,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S0845184,"Stethoscope, neonatal, binaural,complete",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.131,KGM,35.315,DMQ,--,HBW,--,No,--,--,--,--
S1300101,Amod 135mg+Arte 50mg tab/3/PAC-25,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.104,KGM,1.167,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1300121,Amod 67.5mg+Arte 25mg tab/3/PAC-25,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.11,KGM,0.673,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S5006029,"Sprayer,trigger bottle,handheld,1 liter",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.357,KGM,5.302,DMQ,--,HBW,--,No,--,--,--,--
S1506001,Acetylsalicylic acid 300mg tab/PAC-10x10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.084,KGM,0.708,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S0373000,"Tube,feeding,CH08,L40cm,ster,disp",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.013,KGM,0.28,DMQ,425,HBW,MEDICAL,No,--,10,--,--
S0385000,"Tourniquet,latex rubber,50cm",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.018,KGM,0.06,DMQ,--,HBW,--,No,--,10,--,--
S0390060,"Airway,Guedel,size 4",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.042,KGM,0.539,DMQ,--,HBW,--,No,--,10,--,--
S0726000,"Forceps,artery,Kocher,140mm,str",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.045,KGM,0.125,DMQ,--,HBW,--,No,--,10,--,--
S0145520,"Scale,beam type,clinical,infant,16kgx5g",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,10.153,KGM,57.989,DMQ,--,HBW,--,No,--,10,--,--
S0718210,"Dilators,uter,Hegar,d-e,3-4to17-18mm",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.646,KGM,2.704,DMQ,--,HBW,--,No,--,10,--,--
S0736500,"Forceps,tissue,Babcock,200mm",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.08,KGM,0.613,DMQ,--,HBW,--,No,--,10,--,--
S0145620,"MUAC,Child 11.5 Red,PAC-50,English",Z01,No,1000,PAC,No,--,SHORT_LINE,Yes,0.115,KGM,0.232,DMQ,--,HBW,--,No,--,10,--,--
S0216000,"Bowl,round,stainless steel,4L",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.728,KGM,2.089,DMQ,--,HBW,--,No,--,10,--,--
S0279000,"Tray,dressing,ss,300x200x30mm",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.557,KGM,0.853,DMQ,--,HBW,--,No,--,10,--,--
S0383050,"Tube,endotrach,8,w/cuff,ster,disp",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.056,KGM,0.81,DMQ,425,HBW,MEDICAL,No,--,10,--,--
S0728670,"Forceps,intest,clamp,Doyen,230mm,cvd",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.097,KGM,0.383,DMQ,--,HBW,--,No,--,10,--,--
S0730000,"Forceps,artery,Halst-Mosq,125mm,cvd",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.031,KGM,0.119,DMQ,--,HBW,--,No,--,10,--,--
S1552416,Hydralazine pdr/inj 20mg amp/BOX-5,Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,0.039,KGM,0.41,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1555395,Fluconazole 50mg caps/PAC-7,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.016,KGM,0.145,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1555410,Fluconazole 200mg caps/PAC-10x10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.084,KGM,0.706,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1555680,Metronidazole inj 500mg/100ml vl/BOX-50,Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,7.82,KGM,48.55,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1553010,Ibuprofen 400mg tabs/PAC-100,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.11,KGM,0.547,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1555690,Metronidazol pdr/o.s.200mg/5ml/BOT-100ml,Z01,Yes,1000,BOT,No,--,SHORT_LINE,Yes,0.074,KGM,0.585,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1555930,"Nystatin oral sus 100,000IU/ml/BOT-30ml",Z01,Yes,1000,BOT,No,--,SHORT_LINE,Yes,0.122,KGM,0.35,DMQ,240,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S0523005,"Compress,gauze,10x10cm,n/ster/PAC-100",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.315,KGM,2.659,DMQ,--,HBW,--,No,--,10,--,--
S1555940,Miconazole 10mg Muco Adhesive tb/PAC-350,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.242,KGM,2.427,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1555945,Clotrimazole 500mg vag.tabs/applicator,Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.025,KGM,0.274,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1560811,Sod.lactat.comp.inj 500ml w/g.set/BOX-20,Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,13.005,KGM,43.876,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1560678,Proca.benz.peni.pdr/inj 1MIU vl/BOX-50,Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,1.326,KGM,3.033,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1560610,Quinine sulfate 300mg tabs/PAC-100,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.089,KGM,0.327,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1561125,"ReSoMal,42g sachet for 1 litre/CAR-100",Z01,Yes,1000,CAR,No,--,SHORT_LINE,Yes,6.17,KGM,32.04,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1559211,Promethazine inj 25mg/ml 2ml amp/BOX-10,Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.069,KGM,0.324,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1560310,Prednisolone 5mg tabs/PAC-100,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.029,KGM,0.224,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1560812,Sod.lact.comp.inj 1000ml w/g.set/BOX-10,Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,12.774,KGM,43.179,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1560185,Pyridoxine 25mg tabs/PAC-100,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.044,KGM,0.349,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1560250,Praziquantel 600mg tabs/PAC-100,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.165,KGM,1.018,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1561120,ORS low osm. 20.5g/1L CAR/10x10,Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,2.647,KGM,8.627,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1561130,ORS low osm. flavour 20.5g/1L CAR/100,Z01,Yes,1000,CAR,No,--,SHORT_LINE,Yes,2.634,KGM,8.272,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1564326,Sodium chl.inj 0.9% 500ml w/giv.s/BOX-20,Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,12.893,KGM,43.41,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1568040,Sulfadox+Pyrimeth 500+25mg tabs/PAC-100,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.103,KGM,0.389,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1568200,Permethrin shampoo/solution 1%/BOT-100ml,Z01,Yes,1000,BOT,No,--,SHORT_LINE,Yes,0.138,KGM,0.443,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1562020,Salbutamol oral inh. 0.1mg/ds 200ds,Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.07,KGM,0.435,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,9001
S0114080,"CARD, WEIGHT/HEIGHT, NCHS, Eng A4",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.035,KGM,0.08,DMQ,--,HBW,--,No,--,10,--,--
S0114081,"CARD, WEIGHT/HEIGHT, NCHS, Fre A4",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.035,KGM,0.08,DMQ,--,HBW,--,No,--,10,--,--
S0114082,"CARD, random number PAC-10",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.03,KGM,0.08,DMQ,--,HBW,--,No,--,10,--,--
S0330132,"Gloves,exam,nitrile,BIO,pwdfree,L,BOX100",Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.563,KGM,2.538,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S0305101,"Coverall,protection,CatIII,Type3b,M",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.342,KGM,2.788,DMQ,240,HBW,MEDICAL,No,--,10,--,--
S8513897,Differential Thermometer,Z04,No,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,--,HBW,--,Yes,--,--,--,--
S0305043,"Boots,rubber/PVC,reusable,pair,size43",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,2.333,KGM,9.994,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S1400532,LPV/r oral sol.80+20mg/ml/BOT-5x60ml  pb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.47,KGM,1.44,DMQ,240,CLD,PHARMACEUTICALS,No,--,10,Z3,1170
S1400575,LPV/r 100+25mg heat/st tabs/PAC-60    pb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.3,KGM,0.4,DMQ,240,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S0305116,"Faceshield,fog-resistant,fullface,disp",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.049,KGM,0.625,DMQ,--,HBW,--,No,--,10,--,--
S1400566,EFV600mg+FTC200mg+TDF300mg tab/PAC-30 gb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.082,KGM,0.32,DMQ,240,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1400546,FTC 200mg+TDF 300mg tabs/PAC-30 pb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.07,KGM,0.225,DMQ,240,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S0845230,"Faceshield,fog-resistant,reusable",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.175,KGM,17,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S1400606,Efavirenz 200mg (scored) tabs/PAC-90  gb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.4,KGM,2.6,DMQ,240,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1400576,LPV/r 100+25mg heat/st tabs/PAC-60    gb,Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.145,KGM,1.555,DMQ,240,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1400655,Darunavir 600mg tabs/PAC-60           gb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.033,KGM,0.3,DMQ,240,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S6780342,Acetylsalicylic acid 300mg tabs/PAC-16,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.016,KGM,0.095,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S0782141,"Syringe,A-D,0.25ml,/BOX-100",Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.436,KGM,3.18,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S1400630,3TC300mg+TDF300mg tabs/PAC-30         gb,Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.139,KGM,1.161,DMQ,240,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1400645,EFV600mg+3TC300mg+TDF300mg tab/PAC-30 gb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.098,KGM,0.3,DMQ,240,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1400662,Raltegravir 400mg tabs/PAC-60         pb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.1,KGM,0.31,DMQ,240,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S5006119,"Funnels,100ml,w/MCE-membranes for MICS",Z01,No,1000,PAC,No,--,SHORT_LINE,Yes,2.001,KGM,23.497,DMQ,--,HBW,--,No,--,--,--,--
S9996732,S. Sudan PHCC 2018 I sub 2/8 f S9906736,Z02,Yes,1000,EA,No,S9906736,SHORT_LINE,Yes,12.0,KGM,0.031,MTQ,425,HBW,MEDICAL,No,--,--,Z1,--
S5006120,"Stand, vacuum filter support,1-place,SS",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,2.28,KGM,15.902,DMQ,--,HBW,--,No,--,--,--,--
S1501000,Epinephrine inj 1mg/ml 1ml amp/BOX-10,Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,0.069,KGM,0.523,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1504200,Magn.trisilicate compound tabs/PAC-1000,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.42,KGM,1.232,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1505070,Amoxicillin 500mg tabs/PAC-10x10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.112,KGM,0.565,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1505051,Am.125mg+Clav.ac.31.25mg pd.os/BOT-100ml,Z01,Yes,1000,BOT,No,--,SHORT_LINE,Yes,0.141,KGM,0.652,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1505043,Amoxicillin 250mg disp.tab/PAC-(10x10),Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.102,KGM,0.656,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1506005,Acetylsalicylic acid 500mg tabs/PAC-100,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.103,KGM,0.472,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1510000,Tetracycline eye ointment 1%/TBE-5g,Z01,Yes,1000,TBE,No,--,SHORT_LINE,Yes,0.015,KGM,0.089,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1506002,Acetylsalicylic acid 300mg tabs/PAC-1000,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.494,KGM,1.248,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1506003,Acetylsalicylic acid 300mg tabs/PAC-100,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.072,KGM,0.383,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1514130,Levonorgestrel 750mcg tabs/PAC-2  (I),Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.011,KGM,0.124,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1515020,Benz.acid 6%+salic.acid 3% oint./TBE-40g,Z01,Yes,1000,TBE,No,--,SHORT_LINE,Yes,0.068,KGM,0.315,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1523000,Calamine lotion/BOT-500ml,Z01,Yes,1000,BOT,No,--,SHORT_LINE,Yes,0.706,KGM,1.558,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1519500,Benzyl benzoate 25% lotion /BOT-1000ml,Z01,Yes,1000,BOT,No,--,SHORT_LINE,Yes,1.137,KGM,2.642,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1531001,Azithromycin 500mg tablets/PAC-10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.028,KGM,0.146,DMQ,240,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1521030,Oseltamivir 45mg caps/PAC-10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.228,KGM,4.808,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1523005,Dexamethasone Phos 4mg/ml 1ml amp/BOX-50,Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,0.267,KGM,1.772,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1521025,Oseltamivir 30mg caps/PAC-10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.031,KGM,0.378,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1533975,Chloroquine syrup 50mg/5ml/BOT-60ml,Z01,Yes,1000,BOT,No,--,SHORT_LINE,No,0.088,KGM,0.19,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S0521425,"Sachet,tablet,plastic,10x16cm/PAC-100",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.19,KGM,0.567,DMQ,--,HBW,--,No,--,10,--,--
S1531505,Chlorhexidine conc. sol. 5%/BOT-1000ml,Z01,Yes,1000,BOT,No,--,SHORT_LINE,Yes,1.22,KGM,2.699,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1532305,Ketamine inj 50mg/ml 10ml vial/BOX-25 nt,Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,0.97,KGM,1.747,DMQ,240,HBW,PHARMACEUTICALS,No,--,10,Z1,EX2-PSYC.EXP.LIC.
S1537115,Sulf.100mg+Trimet.20mg tabs/PAC-100,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.048,KGM,0.288,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1537120,Sulf.800mg+Trimet.160mg tabs/PAC-10x10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.152,KGM,0.635,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1537140,Sulf.100mg+Trimet.20mg disp.tab/PAC-50,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.073,KGM,0.05,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1537300,Cloxacillin 500mg caps/PAC-500,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.557,KGM,2.522,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1543660,Haloperidol 5mg tabs/PAC-10x10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.049,KGM,0.289,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1543805,Water for inj 10ml amp/BOX-50,Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,0.876,KGM,3.355,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1543650,Biperiden 2mg tabs/PAC-50,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.043,KGM,0.38,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1543803,Water for inj 5ml amp/BOX-50,Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,0.539,KGM,2.738,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1537150,Sulf.100mg+Trimet.20mg disp.tab/PAC10x10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.049,KGM,0.334,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1545200,Methylergom. inj 0.2mg/ml 1ml amp/BOX-10,Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,0.051,KGM,0.293,DMQ,240,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1545600,Methylergometrine 0.125mg tabs/PAC-100,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.028,KGM,0.164,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1546300,Erythro.pdr/oral sus 125mg/5ml/BOT-60ml,Z01,Yes,1000,BOT,No,--,SHORT_LINE,Yes,0.053,KGM,0.389,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1550000,Ferrous salt 60mg iron tabs/PAC-1000,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.336,KGM,0.552,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1546315,Erythromycin 250mg tabs/PAC-10x10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.099,KGM,0.621,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1550500,Furosemide 40mg tabs/PAC-1000,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.158,KGM,0.758,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1550180,Ferrous sulp.oral sol. 125mg/ml/BOT-30ml,Z01,Yes,1000,BOT,No,--,SHORT_LINE,Yes,0.099,KGM,0.202,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1552002,Gentian violet (Methylros) pdr 25g/PAC-1,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.052,KGM,0.331,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1544400,Doxycycline 100mg tabs/PAC-1000,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.218,KGM,0.928,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1545300,Oxytocin inj 10 IU 1ml amp/BOX-10,Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,0.142,KGM,0.419,DMQ,425,CLD,PHARMACEUTICALS,No,--,10,Z3,--
S1550525,Furosemide inj 10mg/ml 2ml amp/BOX-10,Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,0.082,KGM,0.524,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1552225,Betamethasone valerate cream 0.1%/TB-20g,Z01,Yes,1000,TBE,No,--,SHORT_LINE,Yes,0.036,KGM,0.137,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1551960,Gentamicin inj 40mg/ml 2ml amp/BOX-50,Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,0.326,KGM,1.86,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1552300,Hydrochlorothiazide 25mg tabs/PAC-100,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.036,KGM,0.251,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1555360,Mebendazole 500mg chewable tabs/PAC-100,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.128,KGM,0.509,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1555290,Lidocaine 5%+gluc.7.5% inj 2ml amp/BOX10,Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,0.071,KGM,0.504,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1552115,Glucose hyperton.inj 50% 50mL vl/BOX-20,Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,2.427,KGM,4.579,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1552411,Atenolol 50mg tabs/PAC-1000,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.201,KGM,0.849,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S2511000,"Memory Game,card/BOX app 16 pairs",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.145,KGM,0.328,DMQ,--,HBW,--,No,--,10,--,--
S2512015,"Shape-sorter, app. 9 pcs",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.354,KGM,4.503,DMQ,--,HBW,--,No,--,10,--,--
S1993411,"IEHK06 Treatment guideline,French",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.389,KGM,0.559,DMQ,--,HBW,--,No,--,10,--,--
S2170000,"Pail w/bail,handle,polyethylene,10 litre",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.424,KGM,4.602,DMQ,--,HBW,--,No,--,10,--,--
S2512020,"Dominoes,plastic,colourd/SET-28",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.189,KGM,0.265,DMQ,--,HBW,--,No,--,10,--,--
S2512025,"Sort & Stack Set,plastic,app.19 stack",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.587,KGM,4.6,DMQ,--,HBW,--,No,--,10,--,--
S2521040,"Counting Circle,wood,app.20 pieces",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.141,KGM,0.658,DMQ,--,HBW,--,No,--,10,--,--
S2521030,"Jigsaw Puzzle,app. 24 pcs",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.107,KGM,0.387,DMQ,--,HBW,--,No,--,10,--,--
S2535015,"Puppet,hand,diff characters/SET-6",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.335,KGM,5.586,DMQ,--,HBW,--,No,--,10,--,--
S2535010,"Puppet,finger,diff characters/SET-6",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.043,KGM,0.58,DMQ,--,HBW,--,No,--,10,--,--
S2587010,"Beads,wood,col,/BOX-50",Z01,No,1000,BOX,No,--,SHORT_LINE,Yes,0.817,KGM,5.645,DMQ,--,HBW,--,No,--,10,--,--
S2657311,"Drawing pad,white,A3,48 sheets/PAC-10",Z01,No,1000,PAC,No,--,SHORT_LINE,Yes,7.536,KGM,15.256,DMQ,--,HBW,--,No,--,10,--,--
S2703300,"Basketball,professional size",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.659,KGM,2.228,DMQ,--,HBW,--,No,--,10,--,--
S2593000,"Blocks,modular,wood/plastic,set of 80",Z01,No,1000,EA,No,--,SHORT_LINE,No,1.1,KGM,6.51,DMQ,--,HBW,--,No,--,10,--,--
