Material Number,Description,Article Type,Batch Managed,Plant,Unit of Measure,Multi-Part,Kit parrent,KIT Routing,Full Pallet Qty,Weight,Weight UOM,Volume,Volume UOM,Shelf life allowed,Storage Strategy,Batch Class,Packing Material,Packing material Volume,Less Than Count Percentage,Temperature cond.,Hazardous Material Number
S9991224,"PP 4/9 F. SUB 1/5 F.  IEHK2017,medicines",Z02,Yes,1000,EA,No,--,MINILOAD,No,2.5,KGM,0.021,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9991226,"PP 6/9 F. SUB 1/5 F. IEHK2017,medicines",Z02,Yes,1000,EA,No,--,MINILOAD,No,0.0,KGM,0,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9999521,Subkit 1/4 Pakistan HK S9906794 V2,Z02,Yes,1000,EA,No,S9906794,LONG_LINE,No,20.22,KGM,0.12,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9999524,Subkit 4/4 Pakistan HK S9906794 V2,Z02,Yes,1000,EA,No,S9906794,LONG_LINE,No,27.36,KGM,0.12,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1400190,Zidovudine 250mg caps,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1400507,3TC150mg+d4T30mg tabs,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1400501,ABC300mg+3TC150mg+AZT300mg tabs/PAC-60pb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.128,KGM,0.6,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1400526,3TC150mg+NVP200mg+AZT300mg tb/PAC-60gpco,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.143,KGM,0.51,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9202084,"Working trousers cotton, black size 54",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.2,KGM,0.028,DMQ,--,HBW,--,No,--,--,--,--
S1400517,3TC150mg+NVP200mg+d4T40mg tabs/PAC-60 gb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.091,KGM,0.249,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S5031027,Freeze Dried Meal Kit for 1 Day Non Veg,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.48,KGM,0.06,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S9999522,Subkit 2/4 Pakistan HK S9906794 V2,Z02,Yes,1000,EA,No,S9906794,LONG_LINE,No,17.78,KGM,0.079,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1400536,LPV/r 133.3+33.3 mg caps/PAC-2x90     pb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,1.958,KGM,0,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1568048,Sulfadox500mg +Pyrimeth25mg tabs/PAC-500,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.146,KGM,20,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9906762.1,"Zimbabwe,PHC package,version 2016",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,21.0,KGM,0.12,MTQ,425,--,PHARMACEUTICALS,No,--,--,Z1,--
S9906762.2,"Zimbabwe,PHC package,version 2016",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,28.0,KGM,0.12,MTQ,425,--,PHARMACEUTICALS,No,--,--,Z1,--
S1531003,Cefixime 200mg tabs/PAC-10x10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.108,KGM,0.707,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S0305071,"Gown,surgic,nonsterile,nonwoven,disp,L",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.209,KGM,0.002,MTQ,--,HBW,--,No,--,--,--,--
S0305088,"Clogs,plastic,size L",Z01,No,1000,EA,No,--,SHORT_LINE,No,7.3,KGM,0.45,MTQ,--,HBW,--,No,--,--,--,--
W9200076,Lenovo Thinkpad T14S G2,Z11,Yes,1100,EA,No,--,SHORT_LINE,No,0.0,KGM,0,MTQ,--,HBW,CPH_UNHCR,No,--,--,--,--
W9200075,"Cisco, meraki, Z3C LTE telewor",Z11,Yes,1100,EA,No,--,SHORT_LINE,No,0.96,KGM,0,MTQ,--,HBW,CPH_UNHCR,No,--,--,--,--
S0305033,"Coat, laboratory, nonwowen, disp, L",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.568,KGM,4.414,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S7901022,"ECHO IEHK2017,kit,suppl.1c-cold chain",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,14.0,KGM,0.115,MTQ,425,CLD,PHARMACEUTICALS,No,--,--,Z3,--
S7901023,"ECHO IEHK2017, PEP kit",Z02,Yes,1000,EA,No,--,SHORT_LINE,Yes,18.0,KGM,0.12,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S7901026,"ECHO IEHK2017,kit,suppl.1-medicines",Z02,Yes,1000,EA,Yes,--,SHORT_LINE,No,345.883,KGM,1.426,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,Z1,9001
S7901028,"ECHO IEHK2017,kit,suppl.1b-malaria",Z02,Yes,1000,EA,Yes,--,VIRTUAL_PACKING,No,32.0,KGM,0.352,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S7901030,"ECHO IEHK2017,kit,suppl.3-renewable",Z02,Yes,1000,EA,Yes,--,VIRTUAL_PACKING,No,117.0,KGM,0.832,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,--,--
S7903003,"ECHO AWD, Periphery kit, Renewable",Z02,Yes,1000,EA,Yes,--,SHORT_LINE,No,80.0,KGM,0.48,MTQ,240,HBW,MEDICAL,No,--,--,--,--
S7903002,"ECHO AWD, Periphery kit, Equipment",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,16.0,KGM,0.08,MTQ,425,HBW,MEDICAL,No,--,--,--,9000
S9906700,"Ethiopia Sterilization, kit C",Z02,Yes,1000,EA,Yes,--,VIRTUAL_PACKING,No,34.0,KGM,0.308,MTQ,425,HBW,MEDICAL,No,--,--,--,--
S9999604,"Ethiopia Surg.inst.,suture /SET",Z02,No,1000,SET,No,--,BAGGING_LINE,No,0.217,KGM,0.3,DMQ,--,HBW,--,No,--,--,--,--
S9999732,Bag 2/2 Ethiopia for S9906704 Res.kit,Z02,No,1000,EA,No,--,BAGGING_LINE,No,1.0,KGM,0.45,DMQ,--,HBW,--,No,--,--,--,--
S9999741,Subkit 1/2 Ethiopia Ster. kit C S9906700,Z02,Yes,1000,EA,No,S9906700,LONG_LINE,No,12.0,KGM,0.16,MTQ,425,HBW,MEDICAL,No,--,--,--,--
S1552116,Glucose hyperton.inj 50% 50mL vl/BOX-25,Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,3.269,KGM,8,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1400625,ABC600mg+3TC300mg tabs/PAC-30 pp,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.081,KGM,0.57,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S0305153,"Mask,high-fil,FFP2/N95/KN95,no valve",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.01,KGM,0.139,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S9999503,"Bag 1/1 Sudan, IMCI Med. kit, 2016",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,1.0,KGM,0.006,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9991124,SUB 4/5 f.S9901026 IEHK2017 part 4,Z02,Yes,1000,EA,No,S9901026,LONG_LINE,Yes,24.5,KGM,0.12,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S0845033,"Oxygen concentrator, 10 LPM, dual flow",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,29.0,KGM,108,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S9999502,"Prepack 2/2 Sudan Co. Midwife kit, 2016",Z02,Yes,1000,EA,No,--,MINILOAD,No,5.3,KGM,0.003,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1537075,Cloxacillin 250mg disp.tab/PAC-100,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.05,KGM,0.17,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9935034,"Recreation kit-in-a-carton, 2016",Z02,No,1000,EA,No,--,LONG_LINE,Yes,18.0,KGM,0.079,MTQ,--,HBW,--,No,--,--,--,--
S9935024,"Recreation kit, 2016",Z02,No,1000,EA,No,--,SHORT_LINE,Yes,24.0,KGM,0.12,MTQ,--,HBW,--,No,--,--,--,--
S1993515,"Puppet,finger,diff characters/PAC-6",Z01,No,1000,PAC,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
S1993518,"Animal counters, rubber, PAC-app.100pcs",Z01,No,1000,PAC,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
S1560833,Water for injection 5ml amp/BOX-50,Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.493,KGM,1.978,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S5088024,High Performance Tent - 24M2,Z01,No,1000,EA,No,--,SHORT_LINE,Yes,250.0,KGM,1.152,MTQ,--,BLK,--,No,--,--,--,--
S9991227,"PP 7/9 F. SUB 1/5 F. IEHK2017,medicines",Z02,Yes,1000,EA,No,--,MINILOAD,No,0.0,KGM,0,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1993519,"Building blocks,wood,coloured /PAC-50pcs",Z01,No,1000,PAC,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
S9997732,SUB 2/8 SSPHCC2018-Med Dev&Diag S9906737,Z02,Yes,1000,EA,No,S9906737,LONG_LINE,No,16.0,KGM,0.16,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9997734,SUB 4/8 SSPHCC2018-Med Dev&Diag S9906737,Z02,Yes,1000,EA,No,S9906737,LONG_LINE,No,17.0,KGM,0.12,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9999971,Sub 9/10 Obstetric S9908300(i) part 9,Z02,Yes,1000,EA,No,S9908300,LONG_LINE,No,27.0,KGM,0.12,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,--,--
S9901020,Simulation kit for PPE education,Z02,Yes,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,MTQ,425,HBW,MEDICAL,No,--,--,--,--
S0845171,"Container,sharps,leak-resistant,w\lid-S",Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.166,KGM,2.007,DMQ,240,HBW,--,No,--,--,--,--
S9901040,"IEHK 2024,Basic Medicine&Renewable UNIT",Z02,Yes,1000,EA,Yes,--,VIRTUAL_PACKING,Yes,64.3,KGM,0.291,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,Z1,9000
S0538204,Set Winter clothes-severe winter 12month,Z01,No,1000,EA,No,--,SHORT_LINE,No,1.6,KGM,12.47,DMQ,--,HBW,--,No,--,--,--,--
S9935066,"ECD kit (IKA), 2016",Z02,No,1000,EA,No,--,LONG_LINE,Yes,39.107,KGM,0.131,MTQ,--,HBW,--,No,--,--,--,--
S1400593,Atazanavir 150mg caps/PAC-30          gb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1400610,3TC30mg+AZT60mg tabs/PAC-60           gb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.043,KGM,0.3,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1400600,Efavirenz 50mg tabs/PAC-30            pb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.124,KGM,0.385,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9901152,"WASH&DignityKit,firstResp,1HH,w PurifTab",Z02,Yes,1000,EA,No,--,LONG_LINE,Yes,8.25,KGM,0.053,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1300013,Artesunate pdr./inj. 30mg vial/BOX-1,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.045,KGM,0.26,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9203380,"Working trousers, khaki/beige size 46",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.2,KGM,0.028,DMQ,--,HBW,--,No,--,--,--,--
S9202083,"Working trousers cotton, black size 52",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.333,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
S9202081,"Working trousers cotton, black size 48",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.333,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
S9203381,"Working trousers, khaki/beige size 48",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.2,KGM,0.028,DMQ,--,HBW,--,No,--,--,--,--
S9203382,"Working trousers, khaki/beige size 50",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.2,KGM,0.028,DMQ,--,HBW,--,No,--,--,--,--
S5031024,Sleeping Bag Voyager,Z01,No,1000,EA,No,--,SHORT_LINE,No,1.2,KGM,0.03,MTQ,--,HBW,--,No,--,--,--,--
S2795806,"Colourful Cloth with Bag, 3.65 meters",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.952,KGM,4.642,DMQ,--,HBW,--,No,--,--,--,--
S1552424,Acetylsalicylic acid 75mg tabs/PAC-56,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.036,KGM,0.15,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S5031023,Field Bag Water Resistant,Z01,No,1000,EA,No,--,SHORT_LINE,Yes,7.908,KGM,0.102,MTQ,--,HBW,--,No,--,--,--,--
S0565051,"Sut,Nonabs,DEC1,Ndl:3/8,16mm,RB,Tp,Box36",Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.18,KGM,1.56,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S1564343,Compound Sodium Lactate 1L bag/BOX-12,Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,11.5,KGM,22,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S1543671,Haloperidol decanoate 50mg/ml amp/BOX-5,Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.033,KGM,0.189,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S1564342,Sodium Chloride 0.9% 500ml bot/BOX-10,Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.0,KGM,34.104,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S0845014,"Pulse oximeter,portable,w/access",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.99,KGM,4.8,DMQ,425,HBW,MEDICAL,No,--,--,--,3481
S8799101,UNICEF ID cardholder-lanyard Bag/50,Z01,No,1000,BAG,No,--,SHORT_LINE,No,0.979,KGM,5.39,DMQ,--,HBW,--,No,--,--,--,--
S1400062,Efavirenz 200mg caps/PAC-90 gb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.17,KGM,0.45,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S0305144,"Goggles,protective,indirect-side-venti",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.132,KGM,1.384,DMQ,240,HBW,MEDICAL,No,--,--,--,--
S0709231,"Cannula IV short 18G, ster, disp, BOX-50",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.372,KGM,3.064,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S0709233,"Cannula IV short 22G, ster, disp, BOX-50",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.356,KGM,3.042,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S0709235,"Cannula,IV short,16G,ster,disp, BOX-50",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.37,KGM,2.866,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S0305107,"Faceshield,fog-resistant,reusable",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.173,KGM,0.002,MTQ,--,HBW,--,No,--,10,--,--
S0709239,"NeedleSpinal20G(0.9x90mm)Ster,disp,BOX50",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.57,KGM,1.225,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S1600006,Molnupiravir 200mg caps/PAC-40 gb,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.045,KGM,0.76,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S8902063,Label-Sticker for Yemen SIC/SIB,Z04,No,1000,ROL,No,--,SHORT_LINE,No,3.016,KGM,8.95,DMQ,--,HBW,--,Yes,--,--,--,--
S0305147,"Bootcover,antiskid,elasticated,pair",Z01,Yes,1000,PR,No,--,SHORT_LINE,Yes,0.104,KGM,0.984,DMQ,240,HBW,MEDICAL,No,--,--,--,--
S9990041,"Sub 1/2 IEHK2017,kit,basic module",Z02,Yes,1000,EA,No,S9901024,LONG_LINE,No,25.8,KGM,0.12,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9998835,Prepack  2/4 f S9990042 - (S9901024)IEHK,Z02,Yes,1000,EA,No,--,MINILOAD,No,0.6,KGM,0.014,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9998837,Prepack  3/4 f S9990042 - (S9901024)IEHK,Z02,Yes,1000,EA,No,--,MINILOAD,No,0.6,KGM,0.014,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S0782436,Tropis Ndl-free Syringe/BOX-200,Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.725,KGM,3.553,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S0782437,Tropis Filling Adapter/BOX-50,Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.4,KGM,3.553,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S7911030,"SUB 1/6 IEHK2017,kit,suppl.3-ren ECHO",Z02,Yes,1000,EA,No,S7901030,SHORT_LINE,No,20.0,KGM,0.12,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S0846020,Depleted material no longer required,Z01,No,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
S1521033,Daclatasvir 60+Sofosbuvir 400 tab/PAC-28,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.083,KGM,0.24,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S0845201,"Coverall,protection,CatIII,type 4b,M",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.319,KGM,2.77,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S9999611,"Bag1/3 Ethiopia Surg.inst.,abdo.S9999600",Z02,No,1000,EA,No,--,BAGGING_LINE,No,0.5,KGM,2.25,DMQ,--,HBW,--,No,--,--,--,--
S9999612,"Bag2/3 Ethiopia Surg.inst.,abdo.S9999600",Z02,No,1000,EA,No,--,BAGGING_LINE,No,0.5,KGM,2.25,DMQ,--,HBW,--,No,--,--,--,--
S0969025,"Gloves,exam,nitrile,pwdfree,M,BOX-100",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.533,KGM,7.448,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S1993322,Children w/ Disability Guide REC Kit,Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.166,KGM,0.122,DMQ,--,HBW,--,No,--,--,--,--
S0327551,"HE*Gloves,heavy-duty,rubber/nitrile,M",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.091,KGM,0.3,DMQ,--,HBW,--,No,--,--,--,--
S1802218,Solar Lamp w/ Phone Charger,Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.867,KGM,0.006,MTQ,--,HBW,--,No,--,--,--,3481
S6780200,Sulf.400mg+Trimet.80mg tabs/PAC-1000,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.765,KGM,1.95,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S6780201,Azithromycin 500mg tablets/PAC-3,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.001,KGM,0.113,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S6780209,Neo.+bac.oint.5mg+500IU/g/TBE-15g/PAC-10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.166,KGM,0.879,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S6780211,"Oral reh.salts,750ml sachet/CAR-1000",Z01,Yes,1000,CAR,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1993321,Children w/ Disability Guide ECD Kit,Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.091,KGM,0.15,DMQ,--,HBW,--,No,--,--,--,--
S5005860,"Bucket,HDPE,with lid and tap,14 l",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,1.059,KGM,11.04,DMQ,--,HBW,--,No,--,--,--,--
S0305034,"Clogs,hospital,reusable,pair,38-39",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S0305036,"Clogs,hospital,reusable,pair,42-43",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S0305037,"Clogs,hospital,reusable,pair,44-45",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.764,KGM,8.571,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S0330124,"Gloves,exam,nitrile,ext cuff,S,BOX-100",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.743,KGM,0.004,MTQ,425,HBW,MEDICAL,No,--,--,--,--
S0330126,"Gloves,exam,nitrile,ext cuff,L,BOX-100",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.813,KGM,0.004,MTQ,425,HBW,MEDICAL,No,--,--,--,--
S1586040,Dexamethasone 2mg tabs/PAC-5x10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.2,KGM,7,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1586037,Methotrexate 2.5mg tabs/PAC-10x10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.42,KGM,0.209,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1586039,Vincristine 1mg/ml inj 1ml vl/BOX-1,Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.018,KGM,0.21,DMQ,425,CLD,PHARMACEUTICALS,No,--,--,Z3,--
S1586041,Dexamethasone 2mg tabs/PAC-2x14,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.2,KGM,0.129,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9986717,PP 2/3 F Sub 2/3 Yemen PHK S9906800,Z02,Yes,1000,EA,No,--,MINILOAD,No,5.0,KGM,22,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1586061,Cytarabine 20mg/ml inj 5ml vl/BOX-1,Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.13,KGM,0.059,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S7980124,"SUB 2/2 IEHK2017, kit, basic unit ECHO",Z02,Yes,1000,EA,No,S7901024,LONG_LINE,No,24.0,KGM,0.12,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S9992588,"SUB 7/17 NBK, Hospital, Module 3, Equ",Z02,No,1000,EA,No,S9902480,SHORT_LINE,No,55.0,KGM,0.912,MTQ,--,HBW,--,No,--,--,--,--
S7981028,"sub 1/2 IEHK2017,kit,suppl.1b-malar ECHO",Z02,Yes,1000,EA,No,S7901028,LONG_LINE,No,16.0,KGM,0.12,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S7911023,"SUB 1/3 IEHK2017, PEP kit CHILD ECHO",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,6.0,KGM,0.03,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S7912023,"SUB 2/3 IEHK2017, PEP kit ADULT ECHO",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,6.0,KGM,0.03,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S7911026,"ECHO sub 1/5 IEHK2017,kit,suppl.1-medici",Z02,Yes,1000,EA,No,S7901026,LONG_LINE,No,30.0,KGM,0.12,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S7913023,"SUB 3/3 IEHK2017, PEP kit ADULT ECHO",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,6.0,KGM,0.03,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S7924026,"sub 4/5 IEHK2017,kit,suppl.1-medici ECHO",Z02,Yes,1000,EA,No,S7901026,LONG_LINE,No,30.0,KGM,0.12,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S7913030,"SUB 3/6 IEHK2017,kit,suppl.3-ren ECHO",Z02,Yes,1000,EA,No,S7901030,LONG_LINE,No,20.0,KGM,0.12,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S7916030,"SUB 6/6 IEHK2017,kit,suppl.3-ren ECHO",Z02,Yes,1000,EA,No,S7901030,LONG_LINE,No,20.0,KGM,0.12,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S7923026,"sub 3/5 IEHK2017,kit,suppl.1-medici ECHO",Z02,Yes,1000,EA,No,S7901026,LONG_LINE,No,30.0,KGM,0.12,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S1586073,Etoposide 50mg soft caps/PAC-2x10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.035,KGM,0.22,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1586043,Prednisolone 5mg sol.tabs/PAC-3x10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.017,KGM,0.12,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S0921601,"Cutter, tablets, plastic",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.01,KGM,0.14,DMQ,--,HBW,--,No,--,--,--,--
S1559306,Phenobarb 15mg/5ml elixir 500ml/BOX12 pt,Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,10.08,KGM,188.35,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1514137,Metronidazole or.sus 200mg/5ml/BOT-100ml,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.257,KGM,0.394,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
W9200011,HCR Registration materials,Z11,Yes,1100,EA,No,--,SHORT_LINE,Yes,1.054,KGM,0.009,MTQ,--,HBW,CPH_UNHCR,No,--,--,--,--
W9200017,"UNHCR, Pilow Tank",Z11,Yes,1100,EA,No,--,SHORT_LINE,No,0.0,KGM,0,MTQ,--,HBW,CPH_UNHCR,No,--,--,--,--
S1562046,Caffeine Cit 10mg/ml or sol 5ml vl/PAC-1,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.047,KGM,0.264,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
